job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB09427,Full Stack Developer,Genpact,"Hyderabad, Telangana","We are looking for a Full Stack Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include HTML, React, JavaScript. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹5-8 LPA,Internship,"['HTML', 'React', 'Java', 'JavaScript']"
JOB09428,Cybersecurity Analyst,Deloitte,"Mumbai, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Cybersecurity, Python, SIEM, Networking. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹12-20 LPA,Internship,['Python']
JOB09429,Software Engineer,Adobe,"Mumbai, Maharashtra","We are looking for a Software Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Git, Python, Java. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹8-12 LPA,Contract,"['Git', 'Java', 'Python']"
JOB09430,Java Developer,Genpact,"Mumbai, Maharashtra","We are looking for a Java Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include SQL, REST API, Git, Spring Boot. Candidates should have 8-12 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,B.Tech,₹6-10 LPA,Remote,"['Git', 'SQL', 'Java']"
JOB09431,Cloud Engineer,Adobe,Remote,"We are looking for a Cloud Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Docker, AWS, Azure. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹4-7 LPA,Contract,"['Azure', 'AWS', 'Docker']"
JOB09432,Full Stack Developer,TCS,"Chennai, Tamil Nadu","We are looking for a Full Stack Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include HTML, React, Node.js. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹4-7 LPA,Internship,"['Node.js', 'HTML', 'React']"
JOB09433,Data Scientist,Adobe,"Bengaluru, Karnataka","We are looking for a Data Scientist to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Pandas. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹5-8 LPA,Contract,"['Pandas', 'SQL', 'Python']"
JOB09434,Software Engineer,Zoho,"Noida, Uttar Pradesh","We are looking for a Software Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Data Structures, C++, Java. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹6-10 LPA,Internship,"['C++', 'Java']"
JOB09435,Business Analyst,Tech Mahindra,"Hyderabad, Telangana","We are looking for a Business Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Power BI, Data Analysis, SQL. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹5-8 LPA,Part-time,"['Power BI', 'SQL']"
JOB09436,Python Developer,Google,"Hyderabad, Telangana","We are looking for a Python Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include SQL, Django, Python. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹4-7 LPA,Remote,"['Django', 'SQL', 'Python']"
JOB09437,Full Stack Developer,Cognizant,"Chennai, Tamil Nadu","We are looking for a Full Stack Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include JavaScript, Node.js, HTML, React. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹4-7 LPA,Remote,"['Node.js', 'Java', 'JavaScript', 'HTML', 'React']"
JOB09438,Data Analyst,Persistent Systems,Remote,"We are looking for a Data Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Power BI, Python, SQL, Tableau, Excel. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹8-12 LPA,Part-time,"['SQL', 'Python', 'Power BI', 'Tableau', 'Excel']"
JOB09439,Software Engineer,LTIMindtree,"Bengaluru, Karnataka","We are looking for a Software Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, Java, Git, C++. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Remote,"['C++', 'Git', 'Java', 'Python']"
JOB09440,Web Developer,Google,"Bengaluru, Karnataka","We are looking for a Web Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include JavaScript, CSS, Git. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹8-12 LPA,Full-time,"['CSS', 'Git', 'Java', 'JavaScript']"
JOB09441,Full Stack Developer,LTIMindtree,"Noida, Uttar Pradesh","We are looking for a Full Stack Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include CSS, Node.js, JavaScript. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹12-20 LPA,Contract,"['Node.js', 'CSS', 'Java', 'JavaScript']"
JOB09442,Data Analyst,Deloitte,"Mumbai, Maharashtra","We are looking for a Data Analyst to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Tableau, SQL, Python, Excel, Power BI. Candidates should have 8-12 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,B.Tech,₹5-8 LPA,Internship,"['SQL', 'Python', 'Power BI', 'Tableau', 'Excel']"
JOB09443,Python Developer,Accenture,"Bengaluru, Karnataka","We are looking for a Python Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include SQL, Python, REST API, Django. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹10-16 LPA,Remote,"['Django', 'SQL', 'Python']"
